DATETIME,ACCURACY,CMODE,HEIGHT,HUMIDITY,IRTEMPERATURE,LIGHT,MAXACC,MAXGYR,MEANGYR,MEANMAG,MODE,NOISE,PRESSURE,STDACC,STDGYR,STDMAG,STEPS,TEMPERATURE,TIMESTAMP,WLATITUDE,WLONGITUDE
2018-11-27 08:05:00+08:00,-2,-1,37.76,81,18.81,0,22183,837,253,732,1,61,100847,1262,207,5,72812,26.99,1543277101,92,182
2018-11-27 08:05:15+08:00,-2,-1,38.24,81,19.25,0,32767,13579,4361,758,3,45,100841,4634,2299,88,72840,27,1543277116,92,182
2018-11-27 08:05:30+08:00,-2,-1,38.87,81,19.53,0,17651,1293,417,695,3,46,100833,569,257,8,72840,27.04,1543277134,92,182
2018-11-27 08:05:45+08:00,-2,-1,38.47,81,19.42,0,17008,696,385,705,6,51,100838,345,152,6,72840,27.05,1543277150,92,182
2018-11-27 08:06:00+08:00,-2,-1,38.32,81,19.81,0,22472,1368,367,482,6,68,100840,1925,274,22,72840,27.09,1543277165,92,182
2018-11-27 08:06:15+08:00,-2,-1,38.55,81,19.42,0,26249,8851,3097,625,3,53,100837,3537,1566,46,72848,27.11,1543277182,92,182
2018-11-27 08:06:30+08:00,-2,-1,38.55,79.5,18.92,0,21953,2550,869,968,3,50,100837,2430,488,10,72849,27.14,1543277198,92,182
2018-11-27 08:06:45+08:00,-2,-1,38.39,79,19.48,10,32767,9498,2353,800,3,64,100839,4634,1862,39,72849,27.15,1543277216,92,182
2018-11-27 08:07:00+08:00,-2,-1,38.55,80,19.31,10,16599,46,34,974,3,59,100837,88,5,5,72849,27.19,1543277232,92,182
2018-11-27 08:07:15+08:00,-2,-1,35.62,80,19.81,0,15418,52,29,649,6,52,100874,108,9,65,72849,27.19,1543277248,92,182
2018-11-27 08:07:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:07:45+08:00,-2,-1,10.1,80.5,19.59,10,25855,4725,1927,725,6,69,101197,3758,1025,67,72849,27.21,1543277266,92,182
2018-11-27 08:08:00+08:00,-2,-1,10.1,80.5,19.48,60,32767,4819,1962,796,3,57,101197,4634,1032,26,72849,27.27,1543277282,92,182
2018-11-27 08:08:15+08:00,-2,-1,9.07,80,18.98,10,26220,7352,2296,840,3,56,101210,3678,1754,13,72857,27.26,1543277297,92,182
2018-11-27 08:08:30+08:00,-2,-1,8.6,80,18.64,10,17195,510,233,702,3,56,101216,405,113,7,72857,27.28,1543277314,92,182
2018-11-27 08:08:45+08:00,-2,-1,8.44,80,15.42,0,32767,20314,8338,803,3,64,101218,4634,4634,102,72864,27.29,1543277330,92,182
2018-11-27 08:09:00+08:00,-2,-1,9.07,65,14.97,0,25107,326,237,638,3,83,101210,3642,34,14,72867,27.21,1543277348,92,182
2018-11-27 08:09:15+08:00,-2,-1,10.97,61.5,14.19,100,18920,260,121,382,3,54,101186,589,30,5,72867,27.13,1543277364,92,182
2018-11-27 08:09:30+08:00,-2,-1,11.99,60,13.47,60,18723,317,213,777,6,55,101173,856,35,5,72867,27.04,1543277379,92,182
2018-11-27 08:09:45+08:00,-2,-1,12.78,59.5,12.42,160,20223,784,166,686,6,71,101163,1574,137,44,72867,26.93,1543277396,92,182
2018-11-27 08:10:00+08:00,-2,-1,9.55,58.5,12.25,60,20742,459,166,671,6,62,101204,1317,72,19,72867,26.84,1543277412,92,182
2018-11-27 08:10:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:10:30+08:00,-2,-1,3.71,57,11.53,100,19440,190,120,727,6,58,101278,1071,23,14,72867,26.68,1543277430,92,182
2018-11-27 08:10:45+08:00,-2,-1,3.86,57,10.86,130,19571,208,79,766,6,68,101276,896,42,6,72867,26.62,1543277446,92,182
2018-11-27 08:11:00+08:00,-2,-1,4.65,55.5,9.8,130,18674,176,60,764,6,68,101266,638,28,5,72867,26.47,1543277462,92,182
2018-11-27 08:11:15+08:00,-2,-1,6.94,54.5,9.13,130,18904,150,76,753,6,68,101237,838,32,5,72867,26.34,1543277480,92,182
2018-11-27 08:11:30+08:00,-2,-1,7.1,54,8.24,130,18610,168,80,757,6,68,101235,756,33,4,72867,26.23,1543277496,92,182
2018-11-27 08:11:45+08:00,-2,-1,9.39,53.5,8.02,120,21126,443,115,746,6,66,101206,1287,78,9,72867,26.11,1543277511,92,182
2018-11-27 08:12:00+08:00,-2,-1,13.65,53,7.91,120,19592,246,72,760,6,66,101152,819,40,5,72867,25.96,1543277527,92,182
2018-11-27 08:12:15+08:00,-2,-1,14.91,52.5,7.63,120,20912,379,131,759,6,65,101136,1347,73,8,72867,25.84,1543277543,92,182
2018-11-27 08:12:30+08:00,-2,-1,17.36,52.5,8.08,70,19871,249,78,702,6,65,101105,937,47,5,72867,25.7,1543277561,92,182
2018-11-27 08:12:45+08:00,-2,-1,20.92,52,7.36,120,19288,215,82,712,6,68,101060,785,43,7,72867,25.58,1543277577,92,182
2018-11-27 08:13:00+08:00,-2,-1,21.31,52,7.19,110,22163,373,135,716,6,67,101055,1506,82,13,72867,25.48,1543277593,92,182
2018-11-27 08:13:15+08:00,-2,-1,22.73,51.5,6.91,120,19143,251,93,758,6,68,101037,914,47,6,72867,25.35,1543277609,92,182
2018-11-27 08:13:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:13:45+08:00,-2,-1,15.39,51.5,7.86,110,19796,349,300,826,6,63,101130,714,16,5,72867,25.22,1543277625,92,182
2018-11-27 08:14:00+08:00,-2,-1,17.28,51.5,8.13,180,18943,231,81,618,6,60,101106,801,37,6,72867,25.12,1543277640,92,182
2018-11-27 08:14:15+08:00,-2,-1,18.07,51.5,8.08,130,18651,140,52,839,6,58,101096,436,24,4,72867,25,1543277657,92,182
2018-11-27 08:14:30+08:00,-2,-1,17.6,52,7.47,130,18948,147,53,826,6,60,101102,557,27,11,72867,24.93,1543277673,92,182
2018-11-27 08:14:45+08:00,-2,-1,16.41,51.5,7.02,120,18332,144,58,734,6,58,101117,508,28,7,72867,24.82,1543277691,92,182
2018-11-27 08:15:00+08:00,-2,-1,15.07,51.5,7.8,120,18609,285,107,719,6,62,101134,697,60,6,72867,24.7,1543277707,92,182
2018-11-27 08:15:15+08:00,-2,-1,12.94,51.5,8.02,130,19263,291,114,836,6,70,101161,850,66,5,72867,24.6,1543277723,92,182
2018-11-27 08:15:30+08:00,-2,-1,20.52,51.5,7.58,120,21099,561,158,816,6,64,101065,1272,94,43,72867,24.5,1543277739,92,182
2018-11-27 08:15:45+08:00,-2,-1,19.18,51,7.52,120,18227,113,53,835,6,53,101082,486,21,5,72867,24.42,1543277755,92,182
2018-11-27 08:16:00+08:00,-2,-1,19.1,51,6.74,130,18167,117,72,834,6,50,101083,583,28,4,72867,24.28,1543277773,92,182
2018-11-27 08:16:15+08:00,-2,-1,21.47,51,7.47,130,19362,260,111,823,6,64,101053,826,50,49,72867,24.23,1543277789,92,182
2018-11-27 08:16:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:16:45+08:00,-2,-1,15.39,51,7.47,80,18520,185,58,805,6,57,101130,559,32,5,72867,24.11,1543277805,92,182
2018-11-27 08:17:00+08:00,-2,-1,8.83,51,7.52,60,20299,537,150,826,6,65,101213,1221,92,5,72867,24.02,1543277823,92,182
2018-11-27 08:17:15+08:00,-2,-1,2.21,51,7.36,130,21370,448,168,677,6,67,101297,1421,85,89,72867,23.91,1543277839,92,182
2018-11-27 08:17:30+08:00,-2,-1,8.99,51,7.52,130,24630,636,230,808,6,65,101211,1918,134,37,72867,23.86,1543277854,92,182
2018-11-27 08:17:45+08:00,-2,-1,12.54,50.5,7.91,110,19192,354,123,782,6,64,101166,721,69,10,72867,23.77,1543277871,92,182
2018-11-27 08:18:00+08:00,-2,-1,23.45,50.5,7.74,10,20173,679,170,826,6,67,101028,1436,109,13,72867,23.67,1543277887,92,182
2018-11-27 08:18:15+08:00,-2,-1,13.81,50.5,7.97,140,22047,425,143,806,6,65,101150,1649,90,59,72867,23.59,1543277905,92,182
2018-11-27 08:18:30+08:00,-2,-1,13.57,50.5,7.13,140,20099,463,164,839,6,63,101153,1148,87,27,72867,23.49,1543277921,92,182
2018-11-27 08:18:45+08:00,-2,-1,13.89,50.5,7.02,130,21679,1035,301,826,6,65,101149,1367,214,12,72867,23.39,1543277937,92,182
2018-11-27 08:19:00+08:00,-2,-1,8.05,50.5,7.52,130,20714,623,198,829,6,56,101223,1317,117,10,72867,23.36,1543277953,92,182
2018-11-27 08:19:15+08:00,-2,-1,7.81,50.5,7.58,110,19807,388,147,857,6,67,101226,822,93,7,72867,23.27,1543277969,92,182
2018-11-27 08:19:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:19:45+08:00,-2,-1,10.97,50.5,6.85,140,19080,457,178,847,6,64,101186,833,87,9,72867,23.2,1543277987,92,182
2018-11-27 08:20:00+08:00,-2,-1,5.36,50.5,6.91,120,18955,411,127,842,6,63,101257,893,64,11,72867,23.1,1543278003,92,182
2018-11-27 08:20:15+08:00,-2,-1,15.23,51,7.58,140,19049,256,96,755,6,64,101132,890,48,61,72867,23.05,1543278019,92,182
2018-11-27 08:20:30+08:00,-2,-1,10.41,51,7.02,130,20708,683,188,768,6,64,101193,1305,141,94,72867,22.97,1543278037,92,182
2018-11-27 08:20:45+08:00,-2,-1,8.2,51,6.8,90,20324,390,129,815,6,62,101221,868,67,7,72867,22.88,1543278053,92,182
2018-11-27 08:21:00+08:00,-2,-1,9.23,50.5,6.69,100,19947,442,118,832,6,69,101208,900,71,6,72867,22.8,1543278068,92,182
2018-11-27 08:21:15+08:00,-2,-1,17.99,51,6.13,140,22353,487,139,814,6,66,101097,1767,80,183,72867,22.75,1543278085,92,182
2018-11-27 08:21:30+08:00,-2,-1,24.47,51,6.91,120,18708,408,137,841,6,62,101015,763,82,9,72867,22.68,1543278101,92,182
2018-11-27 08:21:45+08:00,-2,-1,27.4,51,6.91,130,21804,1257,308,837,6,66,100978,2269,250,7,72867,22.61,1543278119,92,182
2018-11-27 08:22:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:22:15+08:00,-2,-1,25.82,50.5,7.19,150,21481,785,226,834,6,68,100998,1642,149,4,72867,22.54,1543278135,92,182
2018-11-27 08:22:30+08:00,-2,-1,31.75,50.5,7.24,180,20545,536,236,812,6,68,100923,1164,122,13,72867,22.49,1543278150,92,182
2018-11-27 08:22:45+08:00,-2,-1,23.84,50.5,6.91,160,19381,437,174,827,6,69,101023,890,98,5,72867,22.43,1543278167,92,182
2018-11-27 08:23:00+08:00,-2,-1,25.98,51,7.3,170,18891,332,116,809,6,68,100996,697,63,6,72867,22.35,1543278183,92,182
2018-11-27 08:23:15+08:00,-2,-1,24,50.5,7.36,130,23045,628,249,786,6,66,101021,1766,153,5,72867,22.28,1543278201,92,182
2018-11-27 08:23:30+08:00,-2,-1,16.26,50.5,7.52,210,26924,771,225,867,6,72,101119,2514,162,67,72867,22.2,1543278217,92,182
2018-11-27 08:23:45+08:00,-2,-1,20.84,51,7.58,180,22641,632,244,825,6,71,101061,2013,148,80,72867,22.17,1543278233,92,182
2018-11-27 08:24:00+08:00,-2,-1,27.95,51.5,8.19,150,20400,224,121,861,6,72,100971,1391,37,72,72867,22.11,1543278251,92,182
2018-11-27 08:24:15+08:00,-2,-1,14.6,51,8.02,230,19870,769,241,759,6,72,101140,907,173,61,72867,22.08,1543278267,92,182
2018-11-27 08:24:30+08:00,-2,-1,5.99,51.5,7.24,160,21312,1212,256,744,6,69,101249,1458,198,6,72867,22.02,1543278282,92,182
2018-11-27 08:24:45+08:00,-2,-1,9.86,51,7.8,220,21735,866,236,779,6,75,101200,2154,184,59,72867,21.96,1543278298,92,182
2018-11-27 08:25:00+08:00,-2,-1,12.54,51,7.63,220,19270,227,98,907,6,68,101166,841,45,34,72867,21.94,1543278314,92,182
2018-11-27 08:25:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:25:30+08:00,-2,-1,4.65,51,6.8,160,21164,437,134,804,6,64,101266,1686,59,31,72867,21.87,1543278332,92,182
2018-11-27 08:25:45+08:00,-2,-1,4.42,51,7.58,170,18783,209,77,784,6,63,101269,891,37,5,72867,21.82,1543278348,92,182
2018-11-27 08:26:00+08:00,-2,-1,4.18,51,7.47,170,24223,896,239,782,6,61,101272,2020,182,8,72867,21.79,1543278364,92,182
2018-11-27 08:26:15+08:00,-2,-1,3.79,51,7.02,260,21656,535,190,814,6,66,101277,1560,119,32,72867,21.73,1543278380,92,182
2018-11-27 08:26:30+08:00,-2,-1,3.08,51,8.02,250,19257,709,137,790,6,59,101286,794,114,151,72867,21.7,1543278396,92,182
2018-11-27 08:26:45+08:00,-2,-1,3.23,51,7.47,190,18770,118,46,724,6,70,101284,517,22,5,72867,21.64,1543278414,92,182
2018-11-27 08:27:00+08:00,-2,-1,3,51,7.58,160,18695,120,55,746,6,57,101287,596,24,5,72867,21.6,1543278430,92,182
2018-11-27 08:27:15+08:00,-2,-1,2.84,51,7.52,140,19907,690,190,805,6,54,101289,919,89,17,72867,21.57,1543278446,92,182
2018-11-27 08:27:30+08:00,-2,-1,3,60,17.25,530,32767,10766,4227,874,3,63,101287,4634,1597,73,72893,21.64,1543278464,92,182
2018-11-27 08:27:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:28:00+08:00,-2,-1,3.71,76.5,15.75,270,32767,12587,6128,798,3,60,101278,4634,2896,99,72941,21.77,1543278480,92,182
2018-11-27 08:28:15+08:00,-2,-1,2.92,86,17.36,770,32767,16237,5858,635,2,53,101288,4634,3084,91,73015,21.99,1543278496,92,182
2018-11-27 08:28:30+08:00,-2,-1,3.63,91.5,20.09,100,32767,10744,5555,881,2,53,101279,4634,1785,71,73071,22.19,1543278512,92,182
2018-11-27 08:28:45+08:00,-2,-1,2.52,93.5,18.36,0,17021,3081,1244,576,3,54,101293,243,877,64,73071,22.32,1543278528,92,182
2018-11-27 08:29:00+08:00,-2,-1,3.15,93.5,20.14,150,32767,21455,4894,784,3,63,101285,4634,3047,85,73090,22.53,1543278546,92,182
2018-11-27 08:29:15+08:00,-2,-1,2.52,95,20.42,0,32767,14489,5019,544,3,65,101293,4634,2846,55,73122,22.71,1543278562,92,182
2018-11-27 08:29:30+08:00,-2,-1,2.6,96.5,23.04,50,32767,6532,2699,925,3,68,101292,3324,1583,12,73164,22.88,1543278578,92,182
2018-11-27 08:29:45+08:00,-2,-1,3.23,97,21.48,180,17373,1954,1153,922,3,64,101284,398,476,9,73164,23.08,1543278594,92,182
2018-11-27 08:30:00+08:00,-2,-1,2.92,97.5,22.03,20,17705,1979,1235,907,6,72,101288,432,419,8,73164,23.27,1543278610,92,182
2018-11-27 08:30:15+08:00,-2,-1,3.23,98,23.2,70,18055,4091,2598,889,6,60,101284,681,1027,21,73164,23.51,1543278628,92,182
2018-11-27 08:30:30+08:00,-2,-1,2.44,98.5,21.59,0,22176,5904,3063,551,6,62,101294,1396,1261,155,73164,23.71,1543278644,92,182
2018-11-27 08:30:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:31:00+08:00,-2,-1,2.76,99,22.15,20,16634,190,147,828,6,62,101290,87,24,5,73164,23.94,1543278660,92,182
2018-11-27 08:31:15+08:00,-2,-1,2.92,99,19.03,540,18245,3642,2271,584,6,62,101288,565,914,64,73164,24.16,1543278678,92,182
2018-11-27 08:31:30+08:00,-2,-1,2.52,99,22.37,240,32767,12165,6030,704,3,77,101293,4634,2429,108,73174,24.3,1543278694,92,182
2018-11-27 08:31:45+08:00,-2,-1,1.97,98.5,22.09,60,32767,17649,12247,605,3,64,101300,4634,3674,178,73174,24.43,1543278709,92,182
2018-11-27 08:32:00+08:00,-2,-1,2.13,97.5,21.87,20,32767,32767,7024,935,3,68,101298,4634,4634,15,73174,24.58,1543278726,92,182
2018-11-27 08:32:15+08:00,-2,-1,2.37,96,21.37,0,17307,28,25,859,3,68,101295,101,1,4,73174,24.68,1543278742,92,182
2018-11-27 08:32:30+08:00,-2,-1,2.29,94,20.87,0,17347,28,24,858,6,68,101296,92,1,4,73174,24.84,1543278760,92,182
2018-11-27 08:32:45+08:00,-2,-1,2.76,92,20.7,0,17383,28,25,857,6,60,101290,95,1,5,73174,24.94,1543278776,92,182
2018-11-27 08:33:00+08:00,-2,-1,2.52,90.5,20.42,0,17321,27,24,858,1,72,101293,104,1,4,73174,25.02,1543278792,92,182
2018-11-27 08:33:15+08:00,-2,-1,1.97,89.5,20.25,0,17361,28,24,859,1,72,101300,100,1,5,73174,25.11,1543278808,92,182
2018-11-27 08:33:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:33:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:34:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:34:15+08:00,-2,-1,2.6,89,20.48,0,17360,27,25,855,1,64,101292,98,1,19,73174,25.46,1543278865,92,182
2018-11-27 08:34:30+08:00,-2,-1,2.92,88,20.2,0,17370,27,25,857,1,76,101288,121,0,5,73174,25.54,1543278880,92,182
2018-11-27 08:34:45+08:00,-2,-1,3,87.5,20.09,0,17294,28,25,857,1,70,101287,92,1,4,73174,25.61,1543278897,92,182
2018-11-27 08:35:00+08:00,-2,-1,3,87,19.7,0,17285,28,24,857,1,67,101287,110,1,4,73174,25.7,1543278913,92,182
2018-11-27 08:35:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:35:30+08:00,-2,-1,2.84,86.5,19.48,0,17281,28,24,858,1,74,101289,93,1,5,73174,25.75,1543278931,92,182
2018-11-27 08:35:45+08:00,-2,-1,2.6,86,19.59,0,17386,28,24,857,1,69,101292,98,1,5,73174,25.82,1543278947,92,182
2018-11-27 08:36:00+08:00,-2,-1,2.92,85.5,19.7,0,17349,27,24,857,1,68,101288,107,1,4,73174,25.9,1543278963,92,182
2018-11-27 08:36:15+08:00,-2,-1,3.15,85.5,19.7,0,17310,27,24,858,1,62,101285,96,1,5,73174,25.96,1543278979,92,182
2018-11-27 08:36:30+08:00,-2,-1,3,85.5,19.64,0,17332,27,25,857,1,75,101287,99,1,6,73174,26.03,1543278995,92,182
2018-11-27 08:36:45+08:00,-2,-1,2.52,85.5,20.03,0,17313,28,24,858,1,64,101293,100,1,4,73174,26.09,1543279013,92,182
2018-11-27 08:37:00+08:00,-2,-1,3.08,85.5,19.81,0,17306,28,24,857,1,65,101286,99,1,5,73174,26.14,1543279029,92,182
2018-11-27 08:37:15+08:00,-2,-1,2.6,85.5,20.42,0,17325,27,24,858,1,60,101292,101,1,5,73174,26.23,1543279045,92,182
2018-11-27 08:37:30+08:00,-2,-1,2.29,86.5,20.09,0,17275,28,24,857,1,67,101296,94,1,4,73174,26.28,1543279063,92,182
2018-11-27 08:37:45+08:00,-2,-1,2.29,86,20.2,0,17326,27,24,856,1,67,101296,90,1,4,73174,26.34,1543279079,92,182
2018-11-27 08:38:00+08:00,-2,-1,2.76,85.5,19.75,0,17388,28,24,857,1,63,101290,109,1,5,73174,26.4,1543279094,92,182
2018-11-27 08:38:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:38:30+08:00,-2,-1,2.13,85,19.81,0,17320,28,24,856,1,71,101298,94,1,5,73174,26.44,1543279111,92,182
2018-11-27 08:38:45+08:00,-2,-1,2.13,84.5,19.98,0,17312,27,24,858,1,63,101298,105,1,5,73174,26.47,1543279127,92,182
2018-11-27 08:39:00+08:00,-2,-1,2.84,84.5,19.64,0,17274,27,24,858,1,74,101289,94,1,5,73174,26.53,1543279145,92,182
2018-11-27 08:39:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:39:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:39:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:40:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:40:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:40:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:40:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:41:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:41:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:41:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:41:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:42:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:42:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:42:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:42:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:43:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:43:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:43:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:43:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:44:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:44:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:44:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:44:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:45:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:45:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:45:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:45:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:46:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:46:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:46:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:46:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:47:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:47:15+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:47:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:47:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:48:00+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:48:15+08:00,-2,-1,3.08,82,19.7,0,32767,12568,5817,506,3,71,101286,4634,2728,57,73182,27.12,1543279700,92,182
2018-11-27 08:48:30+08:00,-2,-1,2.92,82,19.37,290,27213,9825,3422,881,3,75,101288,3507,1893,31,73201,27.16,1543279715,92,182
2018-11-27 08:48:45+08:00,-2,-1,3,82,20.03,30,20558,3679,1946,956,3,72,101287,1918,697,28,73201,27.18,1543279730,92,182
2018-11-27 08:49:00+08:00,-2,-1,3,82,19.48,40,32767,11892,4014,642,3,62,101287,4315,2088,59,73226,27.22,1543279747,92,182
2018-11-27 08:49:15+08:00,-2,-1,3.86,76.5,15.31,20,32767,3339,1483,951,3,64,101276,3804,871,28,73239,27.19,1543279763,92,182
2018-11-27 08:49:30+08:00,-2,-1,3.86,67,10.3,0,32767,21777,11535,661,3,65,101276,4634,4634,77,73247,27.15,1543279781,92,182
2018-11-27 08:49:45+08:00,-2,-1,3.63,64,16.42,0,17146,31,24,638,3,50,101279,93,1,4,73247,27.08,1543279797,92,182
2018-11-27 08:50:00+08:00,-2,-1,3.39,66,16.75,0,17123,28,24,635,6,48,101282,90,1,4,73247,27.06,1543279813,92,182
2018-11-27 08:50:15+08:00,-2,-1,3.39,67,17.03,0,17063,28,24,628,6,48,101282,85,1,5,73247,27.04,1543279829,92,182
2018-11-27 08:50:30+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:50:45+08:00,,,,,,,,,,,,,,,,,,,,,
2018-11-27 08:51:00+08:00,,,,,,,,,,,,,,,,,,,,,
